,0,flux
213,4822.060001015584,0.0
214,4822.680001020352,0.0
215,4823.30000102512,0.0
216,4823.920001029888,0.0
217,4824.540001034656,0.0
218,4825.160001039424,0.0
219,4825.7800010441915,0.0
220,4826.40000104896,0.0
221,4827.020001053728,0.0
222,4827.640001058497,0.0
223,4828.260001063264,0.0
224,4828.880001068032,0.0
225,4829.5000010728,0.0
226,4830.120001077568,0.0
227,4830.740001082336,0.0
228,4831.360001087104,0.0
229,4831.980001091872,0.0
230,4832.60000109664,0.0
231,4833.220001101407,0.0
232,4833.840001106176,0.0
233,4834.460001110944,0.0
234,4835.080001115713,0.0
235,4835.70000112048,0.0
236,4836.320001125248,0.0
237,4836.940001130016,0.0
238,4837.560001134784,0.0
239,4838.180001139552,0.0
240,4838.80000114432,0.0
241,4839.420001149088,0.0
242,4840.040001153856,0.0
243,4840.660001158623,0.0
244,4841.280001163392,0.0
245,4841.90000116816,0.0
246,4842.5200011729285,0.0
247,4843.140001177696,0.0
248,4843.760001182464,0.0
249,4844.380001187232,0.0
250,4845.000001192,0.0
251,4845.620001196768,0.0
252,4846.240001201536,0.0
253,4846.860001206304,0.0
254,4847.480001211072,0.0
255,4848.10000121584,0.0
256,4848.720001220608,0.0
257,4849.340001225376,0.0
258,4849.960001230144,0.0
259,4850.580001234912,0.0
260,4851.20000123968,0.0
261,4851.820001244449,0.0
262,4852.440001249216,0.0
263,4853.0600012539835,0.0
264,4853.680001258752,0.0
265,4854.30000126352,0.0
266,4854.920001268288,0.0
267,4855.540001273056,0.0
268,4856.1600012778235,0.0
269,4856.780001282592,0.0
270,4857.40000128736,0.0
271,4858.020001292128,0.0
272,4858.640001296896,0.0
273,4859.2600013016645,0.0
274,4859.880001306432,0.0
275,4860.5000013112,0.0
276,4861.120001315968,0.0
277,4861.740001320736,0.0
278,4862.3600013255045,0.0
279,4862.980001330272,0.0
280,4863.60000133504,0.0
281,4864.220001339808,0.0
282,4864.840001344575,0.0
283,4865.460001349344,0.0
284,4866.080001354112,0.0
285,4866.70000135888,0.0
286,4867.320001363648,0.0
287,4867.940001368416,0.0
288,4868.560001373184,0.0
289,4869.180001377952,0.0
290,4869.8000013827195,0.0
291,4870.420001387488,0.0
292,4871.040001392256,0.0
293,4871.660001397024,0.0
294,4872.280001401792,0.0
295,4872.90000140656,0.0
296,4873.520001411328,0.0
297,4874.140001416096,0.0
298,4874.760001420864,0.0
299,4875.380001425632,0.0
300,4876.0000014304005,0.0
301,4876.620001435168,0.0
302,4877.240001439935,0.0
303,4877.860001444704,0.0
304,4878.480001449472,0.0
305,4879.100001454241,0.0
306,4879.720001459008,0.0
307,4880.3400014637755,0.0
308,4880.960001468544,0.0
309,4881.580001473312,0.0
310,4882.20000147808,0.0
311,4882.820001482848,0.0
312,4883.440001487616,0.0
313,4884.060001492384,0.0
314,4884.680001497152,0.0
315,4885.30000150192,0.0
316,4885.920001506688,0.0
317,4886.5400015114565,0.0
318,4887.160001516224,0.0
319,4887.780001520992,0.0
320,4888.40000152576,15.13181318274645
321,4889.020001530528,15.793825528325296
322,4889.640001535296,16.019909534316017
323,4890.260001540064,15.024985727928328
324,4890.880001544832,16.835973391601325
325,4891.500001549601,17.627492497327914
326,4892.120001554368,15.69362930437206
327,4892.740001559136,14.730567224726538
328,4893.360001563904,16.70254863698257
329,4893.980001568672,16.777437170830456
330,4894.60000157344,16.371829021104475
331,4895.220001578208,15.379393346972625
332,4895.840001582976,15.16952965401171
333,4896.460001587744,15.421175768742678
334,4897.0800015925115,14.537196563483137
335,4897.70000159728,15.543967967557345
336,4898.320001602048,14.089408300318045
337,4898.940001606816,15.84620382349626
338,4899.560001611584,15.365432006885005
339,4900.1800016163525,15.740540335185681
340,4900.80000162112,11.793130724214047
341,4901.420001625888,14.72993200254479
342,4902.040001630656,15.326136794206569
343,4902.660001635424,14.51737866905573
344,4903.2800016401925,15.935354003058798
345,4903.90000164496,15.064375503671231
346,4904.520001649727,14.159607884361167
347,4905.140001654496,14.148955198439745
348,4905.760001659264,15.35033263421698
349,4906.3800016640325,15.431077619074046
350,4907.0000016688,15.16739454514884
351,4907.620001673568,17.361063391582956
352,4908.240001678336,15.605540005646807
353,4908.860001683104,14.770036218606144
354,4909.480001687872,14.727335979574717
355,4910.10000169264,14.951136557642196
356,4910.720001697408,15.735781269521809
357,4911.340001702176,15.877923544626066
358,4911.960001706944,14.82047474335134
359,4912.580001711712,14.582432403199405
360,4913.20000171648,13.736288958441769
361,4913.8200017212475,13.255034642346937
362,4914.440001726016,14.211523034747605
363,4915.060001730784,14.463613639069274
364,4915.680001735553,15.175543360440281
365,4916.30000174032,14.961283234738458
366,4916.920001745088,14.435631440641655
367,4917.540001749856,13.285846684734908
368,4918.160001754624,12.838785273727893
369,4918.780001759392,14.948734926633028
370,4919.40000176416,13.589024536801164
371,4920.020001768928,13.752123108092905
372,4920.640001773696,14.66996039507567
373,4921.260001778463,14.831631007563127
374,4921.880001783232,14.94242583375485
375,4922.500001788,16.898472428715156
376,4923.120001792769,14.587086867888166
377,4923.740001797536,13.639274590479982
378,4924.360001802304,16.572946512235013
379,4924.980001807072,15.844013751410818
380,4925.60000181184,16.02278401049775
381,4926.220001816608,14.505823915001063
382,4926.840001821376,13.889281029394303
383,4927.460001826144,14.501011586981939
384,4928.080001830912,12.704777020748597
385,4928.700001835679,15.445802301628369
386,4929.320001840448,14.377008008688987
387,4929.940001845216,17.28100226694196
388,4930.5600018499845,15.465915861942692
389,4931.180001854752,16.514371106660896
390,4931.80000185952,17.400269023814893
391,4932.420001864288,14.91154040116448
392,4933.040001869056,15.324799630789835
393,4933.660001873824,15.423526847726624
394,4934.280001878592,15.076191985324467
395,4934.90000188336,16.61572810328186
396,4935.520001888128,14.254089371870537
397,4936.140001892896,13.723129327999056
398,4936.760001897664,14.37014621724815
399,4937.380001902432,14.71227771352771
400,4938.0000019072,14.88836203938425
401,4938.620001911968,15.57169217617502
402,4939.240001916736,14.861863118217252
403,4939.860001921505,14.591276698634585
404,4940.480001926272,16.35323954945003
405,4941.1000019310395,15.552741260883382
406,4941.720001935808,16.627606594425547
407,4942.340001940576,17.52103133807726
408,4942.960001945344,16.137686133556866
409,4943.580001950112,12.879829869476781
410,4944.20000195488,12.850308091791572
411,4944.820001959648,15.214226925423748
412,4945.440001964416,15.145758115673686
413,4946.060001969184,14.461861502690097
414,4946.680001973952,14.501202521562808
415,4947.3000019787205,15.149407024823383
416,4947.920001983488,14.298675283899918
417,4948.540001988256,14.583907831682222
418,4949.160001993024,14.47445109821662
419,4949.780001997792,14.89986662444543
420,4950.40000200256,16.16592676651021
421,4951.020002007328,14.91878036499418
422,4951.640002012096,12.312070557000261
423,4952.260002016864,13.066199223698067
424,4952.880002021631,14.740635652271056
425,4953.5000020264,14.16099128192513
426,4954.120002031168,15.297154150520656
427,4954.740002035936,16.334651260796154
428,4955.360002040704,16.468948205138183
429,4955.980002045472,16.487963576946076
430,4956.60000205024,15.326661347403881
431,4957.220002055008,14.19025974929444
432,4957.8400020597755,14.710656033494809
433,4958.460002064544,17.469295593651946
434,4959.080002069312,16.137790554804127
435,4959.70000207408,16.360946188525176
436,4960.320002078848,17.065791109538168
437,4960.940002083616,15.857591245783942
438,4961.560002088384,13.296785403912365
439,4962.180002093152,14.119564618398753
440,4962.80000209792,15.358024416309659
441,4963.420002102688,14.809478454698482
442,4964.0400021074565,15.694759476711766
443,4964.660002112224,14.848414635803383
444,4965.280002116991,16.559541599976615
445,4965.90000212176,14.88491145512701
446,4966.520002126528,13.694047265729147
447,4967.140002131297,13.98623775782854
448,4967.760002136064,17.11853841676384
449,4968.3800021408315,14.79827972483034
450,4969.0000021456,15.417773801209167
451,4969.620002150368,14.60047565139508
452,4970.240002155136,14.81621967021974
453,4970.860002159904,17.356348545095063
454,4971.480002164672,13.230761012729412
455,4972.10000216944,16.94858159902762
456,4972.720002174208,16.041062936864417
457,4973.340002178976,15.55403109292765
458,4973.960002183744,14.498626731928757
459,4974.5800021885125,16.53333152762297
460,4975.20000219328,12.606808707095828
461,4975.820002198048,13.89136551616721
462,4976.440002202816,14.843443174038498
463,4977.060002207584,13.499345953908211
464,4977.680002212352,15.81669935526154
465,4978.30000221712,13.148903712072746
466,4978.920002221888,14.653276400794491
467,4979.540002226657,13.73065693945103
468,4980.160002231424,15.240223152456156
469,4980.780002236192,16.95157638318321
470,4981.40000224096,15.06969628284895
471,4982.0200022457275,14.923399832493509
472,4982.640002250496,16.09123069297212
473,4983.260002255264,15.14099568160327
474,4983.880002260032,15.224597044932295
475,4984.5000022648,14.545336148573405
476,4985.1200022695675,14.541421230351045
477,4985.740002274336,15.417411529546348
478,4986.360002279104,14.96459159874095
479,4986.980002283872,14.138907300694346
480,4987.60000228864,14.461929230464213
481,4988.2200022934085,14.958613897884778
482,4988.840002298176,15.382541135146694
483,4989.460002302944,15.360652649928026
484,4990.080002307712,15.467977893894519
485,4990.70000231248,16.029402894862695
486,4991.3200023172485,15.22437508007208
487,4991.940002322016,15.755076565861579
488,4992.560002326783,15.78776724005292
489,4993.180002331552,15.02945968393732
490,4993.80000233632,14.932890445368361
491,4994.420002341088,16.180103757728176
492,4995.040002345856,15.780392485682405
493,4995.660002350624,16.27807528900219
494,4996.280002355392,14.536326383618608
495,4996.90000236016,13.645167727032419
496,4997.520002364928,12.486766875697752
497,4998.140002369696,16.4821933586885
498,4998.760002374464,14.225039153941967
499,4999.380002379232,14.572799382150386
500,5000.000002384,14.67000703975683
501,5000.620002388768,14.52824206097706
502,5001.240002393536,15.596571690763726
503,5001.860002398304,14.371854892451415
504,5002.480002403072,15.045358379430256
505,5003.10000240784,15.762339745042466
506,5003.720002412609,15.940627515549854
507,5004.340002417376,15.878441548190686
508,5004.960002422144,16.487294732809588
509,5005.580002426912,14.32853768304461
510,5006.20000243168,13.340162230243518
511,5006.820002436448,14.199286579623289
512,5007.440002441216,14.602807590584344
513,5008.060002445984,14.428841434573222
514,5008.680002450752,15.75981296613379
515,5009.3000024555195,14.934030995813949
516,5009.920002460288,13.582202563446831
517,5010.540002465056,15.598898528271516
518,5011.160002469825,15.717505026057434
519,5011.780002474592,17.579118424532467
520,5012.40000247936,15.279973878186302
521,5013.020002484128,14.394674938517811
522,5013.640002488896,13.53545942571153
523,5014.260002493664,15.846951339935451
524,5014.880002498432,15.336175197218742
525,5015.5000025032,15.256041173625078
526,5016.120002507968,14.273186540925096
527,5016.740002512735,14.042636447914688
528,5017.360002517504,15.301372911100781
529,5017.980002522272,15.563495866596366
530,5018.6000025270405,14.457271445509825
531,5019.220002531808,15.638765506096698
532,5019.840002536576,13.26460124688196
533,5020.460002541344,16.963037572234487
534,5021.080002546112,14.301649680560429
535,5021.70000255088,14.439425960013645
536,5022.320002555648,15.861378741765115
537,5022.940002560416,16.727387281737926
538,5023.560002565184,16.57834154556709
539,5024.180002569952,14.72044716940149
540,5024.80000257472,14.05781386504646
541,5025.420002579488,15.756911132705303
542,5026.0400025842555,15.507480963752448
543,5026.660002589024,16.01107019602541
544,5027.280002593792,15.940659005843692
545,5027.900002598561,14.796347970688336
546,5028.520002603328,15.226264430730163
547,5029.1400026080955,15.003555772386777
548,5029.760002612864,15.713337529944399
549,5030.380002617632,14.941902853029998
550,5031.0000026224,15.920836075025798
551,5031.620002627168,16.217494355804885
552,5032.240002631936,15.222729127662237
553,5032.860002636704,15.369282651734219
554,5033.480002641472,13.088032193868752
555,5034.10000264624,13.750085652689501
556,5034.720002651008,14.354065243615072
557,5035.3400026557765,14.828946586693746
558,5035.960002660544,12.825679445033748
559,5036.580002665312,16.163185139309807
560,5037.20000267008,17.23833500332103
561,5037.820002674848,15.519809869283467
562,5038.440002679617,15.592336719221068
563,5039.060002684384,16.961700983538517
564,5039.680002689152,15.138643195623825
565,5040.30000269392,15.800193783538656
566,5040.920002698687,15.402602232476688
567,5041.540002703456,16.25379314518897
568,5042.160002708224,14.603673007956465
569,5042.780002712992,13.883463736637253
570,5043.40000271776,13.876288234801073
571,5044.020002722528,14.718417629542042
572,5044.640002727296,16.383216878885953
573,5045.260002732064,15.991537623244376
574,5045.880002736832,15.630915494182958
575,5046.5000027416,15.863684420024734
576,5047.120002746368,17.38498469889524
577,5047.740002751136,15.591997214400616
578,5048.360002755904,14.546972427989553
579,5048.980002760672,15.284328429452534
580,5049.60000276544,16.00327958736521
581,5050.220002770208,17.85349097626866
582,5050.840002774976,16.259961464279037
583,5051.460002779744,14.496664171200853
584,5052.0800027845125,15.867292638042102
585,5052.70000278928,15.770810005460389
586,5053.3200027940475,15.224914224263857
587,5053.940002798816,15.29491034546853
588,5054.560002803584,15.103909816699177
589,5055.180002808353,16.537965403455555
590,5055.80000281312,16.730325775207284
591,5056.4200028178875,16.330103735965356
592,5057.040002822656,16.054733931620675
593,5057.660002827424,15.069852120926269
594,5058.280002832192,14.619441528216973
595,5058.90000283696,13.831404934664993
596,5059.5200028417285,14.46035300306505
597,5060.140002846496,14.750555747260393
598,5060.760002851264,14.63287150705886
599,5061.380002856032,15.150383560329743
600,5062.0000028608,14.922689083517989
601,5062.6200028655685,14.741843780914229
602,5063.240002870336,15.479701565983865
603,5063.860002875104,15.77879759624368
604,5064.480002879872,15.427231981595904
605,5065.100002884639,17.191814407811048
606,5065.720002889408,15.734539770127626
607,5066.340002894176,15.847158526082344
608,5066.960002898944,14.170915881909169
609,5067.580002903713,13.902389630331339
610,5068.20000290848,14.564954703302366
611,5068.820002913248,14.61489638434231
612,5069.440002918016,15.922542104454388
613,5070.0600029227835,16.599555654240422
614,5070.680002927552,15.81918809896254
615,5071.30000293232,16.235252684678947
616,5071.920002937088,16.04538353386199
617,5072.540002941856,15.471157356069154
618,5073.1600029466235,14.302468375075362
619,5073.780002951392,14.408156889942981
620,5074.40000295616,14.546359485926958
621,5075.020002960928,16.007714319923465
622,5075.640002965696,17.40106754872468
623,5076.2600029704645,16.72985307970381
624,5076.880002975232,16.268315333846253
625,5077.50000298,16.050079951134972
626,5078.120002984768,17.207043632470512
627,5078.740002989536,17.63987594876413
628,5079.3600029943045,15.919003534363437
629,5079.980002999072,14.988329349428216
630,5080.600003003839,17.021704146144717
631,5081.220003008608,17.91619867467162
632,5081.840003013376,15.450488732634645
633,5082.460003018144,15.24571995744526
634,5083.080003022912,16.389124642165893
635,5083.70000302768,15.23193170238739
636,5084.320003032448,17.755430436501296
637,5084.940003037216,15.265745867667071
638,5085.560003041984,17.57650334511586
639,5086.180003046752,17.336990626237785
640,5086.80000305152,15.03203165353777
641,5087.420003056288,17.263254979283953
642,5088.040003061056,17.366860809209072
643,5088.660003065824,17.245727768336046
644,5089.280003070592,16.22189133733262
645,5089.90000307536,15.311566718943883
646,5090.520003080128,15.141030632315605
647,5091.140003084896,16.382376370766064
648,5091.760003089665,16.158137279230623
649,5092.380003094432,13.923330448633607
650,5093.0000030992,16.306893843667538
651,5093.620003103968,15.636895120230015
652,5094.240003108736,16.74971175402287
653,5094.860003113504,16.260644407255608
654,5095.480003118272,16.708013713202924
655,5096.10000312304,16.138066825917285
656,5096.720003127808,14.983287093300323
657,5097.3400031325755,16.044893524894583
658,5097.960003137344,15.938082693578993
659,5098.580003142112,16.25666187899205
660,5099.200003146881,16.850064676795444
661,5099.820003151648,15.177423732410157
662,5100.440003156416,15.83648658796491
663,5101.060003161184,15.602200430728116
664,5101.680003165952,15.471148015646703
665,5102.30000317072,16.314920480286705
666,5102.920003175488,17.178908069360705
667,5103.5400031802565,15.447811751754834
668,5104.160003185024,14.715214927076788
669,5104.780003189791,14.905224376129466
670,5105.40000319456,16.443932446251143
671,5106.020003199328,15.6072649915922
672,5106.6400032040965,16.5604927327039
673,5107.260003208864,16.272832582870638
674,5107.880003213632,15.446779457743986
675,5108.5000032184,16.575603603530094
676,5109.120003223168,15.388427675462019
677,5109.740003227936,15.089315931498762
678,5110.360003232704,17.685137478996584
679,5110.980003237472,17.24599560678059
680,5111.60000324224,16.72572788176649
681,5112.220003247008,15.914416296105852
682,5112.840003251776,14.877337781014825
683,5113.460003256544,15.582930658883397
684,5114.0800032613115,15.194512569658364
685,5114.70000326608,16.411611778020752
686,5115.320003270848,17.046697582133344
687,5115.940003275617,16.840935909159917
688,5116.560003280384,16.26967058890855
689,5117.1800032851515,16.63814507531546
690,5117.80000328992,16.098326959323096
691,5118.420003294688,15.512246479388574
692,5119.040003299456,15.444345463198689
693,5119.660003304224,14.952650208574617
694,5120.280003308992,15.316721206014599
695,5120.90000331376,15.744657167458708
696,5121.520003318528,14.904219566274147
697,5122.140003323297,14.301555152559205
698,5122.760003328065,14.330505937709942
699,5123.380003332832,15.138752082970477
700,5124.0000033376,14.823293336230297
701,5124.620003342368,14.80432899397202
702,5125.240003347136,14.546194232779197
703,5125.860003351904,14.87306270255565
704,5126.480003356673,14.76275232310269
705,5127.10000336144,14.530444780778105
706,5127.7200033662075,14.052903208715492
707,5128.340003370976,14.614339731643629
708,5128.960003375743,16.815746754535912
709,5129.580003380512,15.789522486837178
710,5130.20000338528,14.67987266764977
711,5130.820003390048,14.762167185214695
712,5131.440003394817,15.756376403259248
713,5132.060003399584,15.80774861117465
714,5132.680003404352,14.86297649505922
715,5133.30000340912,13.880510323167124
716,5133.920003413888,13.97507830141517
717,5134.540003418656,13.931457071817052
718,5135.160003423424,14.709776867728776
719,5135.780003428192,13.409053442050928
720,5136.40000343296,12.526327179496317
721,5137.0200034377285,15.587905786747244
722,5137.640003442495,14.596910419926077
723,5138.260003447263,15.187089082269924
724,5138.880003452032,17.932918146033042
725,5139.5000034568,16.512207173698627
726,5140.120003461569,14.950631876437146
727,5140.740003466336,14.786534953555513
728,5141.360003471104,14.80848096367363
729,5141.980003475873,14.45725252504196
730,5142.600003480639,14.468292322302142
731,5143.220003485408,14.91274138963307
732,5143.840003490176,16.025869256613834
733,5144.4600034949435,16.470773336995777
734,5145.080003499712,15.253309192744677
735,5145.70000350448,14.24479518315008
736,5146.320003509249,14.423573030374328
737,5146.940003514017,15.061995251326024
738,5147.560003518784,15.662157176613869
739,5148.180003523552,14.26517130928418
740,5148.80000352832,13.71685704338979
741,5149.420003533088,14.186946734048615
742,5150.040003537856,14.869679690013513
743,5150.6600035426245,15.658643484108213
744,5151.280003547392,15.234901911274012
745,5151.900003552159,15.816040231694187
746,5152.520003556928,14.242615955297117
747,5153.140003561695,14.496523591353638
748,5153.760003566464,13.443146254618325
749,5154.380003571232,14.686239531318842
750,5155.000003576,15.427499144298357
751,5155.620003580769,14.740446873498007
752,5156.240003585536,14.643497538344972
753,5156.860003590305,14.564766331031151
754,5157.480003595072,15.086284328991761
755,5158.1000035998395,14.719099777097775
756,5158.720003604608,14.51018292280121
757,5159.340003609376,15.306056342247834
758,5159.960003614144,14.439873940482087
759,5160.580003618912,12.526642548729551
760,5161.2000036236805,13.49260587633894
761,5161.820003628447,12.763337148613639
762,5162.440003633215,13.12793797120111
763,5163.060003637984,13.81663538703091
764,5163.680003642752,14.565611412069508
765,5164.3000036475205,14.517654443114173
766,5164.920003652288,14.157931805061896
767,5165.540003657056,13.837864244458574
768,5166.160003661825,13.462774515353654
769,5166.780003666591,13.013060817537063
770,5167.40000367136,14.892667269264331
771,5168.020003676128,16.31235083418573
772,5168.6400036808955,16.921302920539286
773,5169.260003685664,16.52356500245086
774,5169.880003690432,15.725861142000687
775,5170.500003695201,14.17722469719175
776,5171.120003699969,14.631979553088067
777,5171.7400037047355,15.990342579966361
778,5172.360003709504,15.650347771664379
779,5172.980003714272,14.232044221283939
780,5173.60000371904,15.128904747180313
781,5174.220003723808,14.577766605486966
782,5174.840003728576,14.009745056076817
783,5175.460003733344,14.146436169901513
784,5176.080003738112,14.690096674162692
785,5176.70000374288,14.89266319785828
786,5177.320003747647,12.557321100980928
787,5177.940003752416,13.56720156939398
788,5178.560003757184,14.411937356308957
789,5179.180003761952,15.541073124322217
790,5179.800003766721,13.435188292929281
791,5180.420003771488,14.003524226483892
792,5181.0400037762565,16.162087899960564
793,5181.660003781024,17.81988116192094
794,5182.280003785791,15.685080704524982
795,5182.90000379056,14.12205021697481
796,5183.520003795328,13.609387091192234
797,5184.140003800096,14.441579861827748
798,5184.760003804864,14.759871944211927
799,5185.380003809632,13.800457933508728
800,5186.000003814401,13.500218107363063
801,5186.620003819167,14.2178822777792
802,5187.240003823936,15.404003146840141
803,5187.860003828704,14.457378721063117
804,5188.480003833472,13.638337692482306
805,5189.10000383824,13.981762854226973
806,5189.720003843008,13.57861227589258
807,5190.340003847777,13.263154667219238
808,5190.960003852544,14.199358409605823
809,5191.580003857312,13.421596105557054
810,5192.20000386208,14.951413186842192
811,5192.820003866847,14.727859366302438
812,5193.440003871616,12.889012913894854
813,5194.060003876384,13.545190468097125
814,5194.6800038811525,14.388400235321555
815,5195.300003885921,14.322593718174344
816,5195.920003890687,15.19099806185484
817,5196.540003895456,15.685982436883974
818,5197.160003900224,15.256997415593121
819,5197.780003904992,15.060569145349161
820,5198.40000390976,15.889527840260788
821,5199.020003914528,13.125766514591279
822,5199.640003919296,13.210440119877521
823,5200.260003924064,14.327484764792818
824,5200.880003928833,14.033386405422439
825,5201.500003933599,11.848592878466373
826,5202.1200039383675,12.750262764690477
827,5202.740003943136,14.424093742116048
828,5203.360003947904,13.427380920598033
829,5203.980003952673,11.885939908091363
830,5204.60000395744,14.00365921945679
831,5205.2200039622085,13.917192711662858
832,5205.840003966976,16.30005186867302
833,5206.460003971743,14.346907911428318
834,5207.080003976512,15.729914521099769
835,5207.70000398128,14.699149727105647
836,5208.320003986048,14.347234324015384
837,5208.940003990816,13.103999483594558
838,5209.560003995584,14.582568949199805
839,5210.180004000353,15.281972110914166
840,5210.800004005119,14.537460907847837
841,5211.420004009888,15.881089538563284
842,5212.040004014656,15.084790121066112
843,5212.660004019424,15.475000572864852
